,URL,Page_Source,text
1919,https://www.fbi.gov/contact-us/field-offices/philadelphia/news/california-man-indicted-for-distribution-of-child-pornography,15,"An official website of the United States government HARRISBURG- The United States Attorney’s Office for the Middle District of Pennsylvania announced that Nathaniel Sean Deleon, age 20, of Tulare, California, was indicted by a federal grand jury on charges of distribution of child pornography. According to United States Attorney Gerard M. Karam, on November 24 and 25, 2023, Deleon distributed child pornography in Cumberland County, Pennsylvania. The case was investigated by the Federal Bureau of Investigation and the Pennsylvania State Police.  Assistant United States Attorney David C. Williams is prosecuting the case. This case was brought as part of Project Safe Childhood, a nationwide initiative launched in May 2006 by the Department of Justice to combat the growing epidemic of child sexual exploitation and abuse.  Led by the United States Attorneys' Offices and the Criminal Division's Child Exploitation and Obscenity Section, Project Safe Childhood marshals federal, state, and local resources to locate, apprehend, and prosecute individuals who sexually exploit children, and to identify and rescue victims.  For more information about Project Safe Childhood, please visit www.usdoj.gov/pscLinks to other government and non-government sites will typically appear with the “external link” icon to indicate that you are leaving the Department of Justice website when you click the link.  For more information about internet safety education, please visit www.usdoj.gov/pscLinks to other government and non-government sites will typically appear with the “external link” icon to indicate that you are leaving the Department of Justice website when you click the link. and click on the tab ""resources"". The maximum penalty under federal law for these offenses is 20 years, with a mandatory minimum sentence of five years, a term of supervised release following imprisonment, and a fine. A sentence following a finding of guilt is imposed by the Judge after consideration of the applicable federal sentencing statutes and the Federal Sentencing Guidelines. Indictments and Criminal Informations are only allegations. All persons charged are presumed to be innocent unless and until found guilty in court. Middle District of Pennsylvania
William J. Nealon Federal Building and Courthouse
235 N. Washington Avenue, Suite 311
Scranton, PA 18503 Telephone: (570) 348-2800
Fax: (570) 348-2037
TTY: (570) 341-2077 Have a question about Government Services?"
2583,https://www.fbi.gov/contact-us/field-offices/indianapolis/news/press-releases/lebanon-sex-offender-charged-with-sexual-exploitation-of-a-child-using-hidden-cameras-distribution-and-possession-of-child-sexual-abuse-material,31,
299,https://www.fbi.gov/contact-us/field-offices/buffalo/news/canandaigua-man-who-pleaded-guilty-to-child-pornography-charge-caught-again-before-reporting-to-prison,19,"An official website of the United States government ROCHESTER, N.Y.-U.S. Attorney Trini E. Ross announced today that Preston Herbst, 27, of Canandaigua, NY, was arrested and charged by criminal complaint with distribution, receipt, and possession of child pornography, following a prior conviction for a federal child pornography offense. The charges carry a minimum penalty of 15 years in prison, a maximum penalty of 40 years, and a $250,000 fine. Assistant U.S. Attorney Kyle P. Rossi, who is handling the case, stated that according to the complaint, in January 2022, Herbst was serving a state probation sentence in Ontario County for Driving While Intoxicated and Assault. During a routine search of Herbst’s phone, Ontario County Probation Officers located images of child pornography and social media conversations, during which Herbst discussed trading child pornography with other individuals. A subsequent search by the FBI of his home and devices recovered approximately 81 images and 59 videos of child pornography, some of which depicted violence against children as young as 5-years-old. Herbst pleaded guilty to possession of child pornography and was sentenced to 36 months in prison. After his federal conviction and sentencing, but prior to self-surrendering to the Bureau of Prisons, investigators learned that Herbst uploaded child pornography to the Snapchat platform. The FBI executed new search warrants at Herbst’s Canandaigua home and on his Snapchat account, revealing that he had traded child pornography, using a prohibited device in violation of his release conditions. Herbst made an initial appearance before U.S. Magistrate Judge Mark W. Pedersen and is being held without bail. The criminal complaint is the result of an investigation by the Federal Bureau of Investigation, under the direction of Special Agent-in-Charge Matthew Miraglia. The fact that a defendant has been charged with a crime is merely an accusation and the defendant is presumed innocent until and unless proven guilty. U.S. Attorney Michael DiGiacomo announced today that Anthony Burris, 35, of Ellicottville, NY, who was convicted of two counts of enticing travel to engage in sexual activity, was sentenced to... U.S. Attorney Michael DiGiacomo announced today that Joseph Hudson, III, 26, of Williamson, NY, who was convicted of possession of child pornography following a previous conviction for the sexual abuse... U.S. Attorney Michael DiGiacomo announced today that Marcus Elliott, 40, of Amherst, NY, pleaded guilty before U.S. District Judge Lawrence J. Vilardo to receipt of child pornography, which carries a... Western District of New York 138 Delaware Ave.
Buffalo, NY 14202 100 State Street Suite 500
Rochester, NY 14614 Buffalo: (716) 843-5700 Rochester: (585) 263-6760 Have a question about Government Services?"
2684,https://www.fbi.gov/contact-us/field-offices/detroit/news/garden-city-man-sentenced-to-15-years-for-attempted-sexual-exploitation-of-children,32,
1066,https://www.fbi.gov/contact-us/field-offices/buffalo/news/rochester-man-who-lured-minor-to-hotel-for-sex-pleads-guilty,6,"An official website of the United States government ROCHESTER, N.Y.-U.S. Attorney Michael DiGiacomo announced today that Jonathan Woody, 31, of Rochester, NY, pleaded guilty to coercion and enticement of a minor, before U.S. District Judge Charles J. Siragusa. The charge carries a minimum penalty of 10 years in prison, maximum penalty of life and a $250,000 fine. Assistant U.S. Attorney Kyle P. Rossi, who is handling the case, stated that in January 2024, Woody engaged in sexually explicit online and text communications with a 13-year-old child that he met on social media. On January 2, 2024, Woody paid to transport the child to a hotel in Greece, NY, where he rented a room. While at the hotel, Woody provided alcohol and marijuana and engaged in sexual acts with the child. After realizing that the child was missing from home, the child’s family called 911 to initiate a missing person investigation. The child returned home, at which time law enforcement learned of Woody’s interactions with the child. Subsequent investigation resulted in the identification and arrest of Woody. The plea is the result of an investigation by the Monroe County Sheriff’s Office, under the direction of Sheriff Todd Baxter, the Greece Police Department, under the direction of Chief Michael Wood, and the Federal Bureau of Investigation Child Exploitation Task Force, under the direction of Acting Special Agent-in-Charge Mark Grimm. Sentencing is scheduled for October 30, 2025, at 9:30 a.m. before Judge Siragusa. U.S. Attorney Michael DiGiacomo announced today that Anthony Burris, 35, of Ellicottville, NY, who was convicted of two counts of enticing travel to engage in sexual activity, was sentenced to... U.S. Attorney Michael DiGiacomo announced today that Joseph Hudson, III, 26, of Williamson, NY, who was convicted of possession of child pornography following a previous conviction for the sexual abuse... U.S. Attorney Michael DiGiacomo announced today that Marcus Elliott, 40, of Amherst, NY, pleaded guilty before U.S. District Judge Lawrence J. Vilardo to receipt of child pornography, which carries a... Western District of New York 138 Delaware Ave.
Buffalo, NY 14202 100 State Street Suite 500
Rochester, NY 14614 Buffalo: (716) 843-5700 Rochester: (585) 263-6760 Have a question about Government Services?"
2447,https://www.fbi.gov/contact-us/field-offices/newyork/news/us-attorney-charges-former-westchester-county-board-of-legislators-employee-with-attempted-enticement-of-a-minor,30,
1170,https://www.fbi.gov/contact-us/field-offices/tampa/news/manatee-county-man-sentenced-to-five-years-for-receiving-child-sexual-abuse-images-and-videos,7,"An official website of the United States government Tampa, Florida – U.S. District Judge Steven D. Merryday today sentenced Capers Scott Hammond (35, Bradenton) to 5 years in federal prison for receiving and possessing child sexual abuse material (CSAM). Hammond was also ordered to pay $5,000 in restitution, a $30,000 fine, and will be required to register as a sex offender. The court also ordered Hammond to forfeit an iPad, three thumb drives, a MacBook, a custom PC tower, and an iPhone, which are traceable to proceeds of the offense. Hammond entered a guilty plea on February 13, 2025. According to court documents, Hammond used a file-sharing network to distribute and receive CSAM. Pursuant to a search warrant, law enforcement searched Hammond’s apartment, seized various electronics, and determined he had received and possessed seven images and four videos of CSAM. This case was investigated by the Federal Bureau of Investigation. It was prosecuted by Assistant United States Attorney Abigail K. King. This case was brought as part of Project Safe Childhood, a nationwide initiative launched in May 2006 by the Department of Justice to combat the growing epidemic of child sexual exploitation and abuse. Led by the United States Attorneys’ Offices and the Criminal Division’s Child Exploitation and Obscenity Section (CEOS), Project Safe Childhood marshals federal, state, and local resources to locate, apprehend, and prosecute individuals who sexually exploit children, and to identify and rescue victims. For more information about Project Safe Childhood, please visit www.justice.gov/psc. Orlando, Florida – U.S. District Judge Julie S. Sneed has sentenced Dariel Javier Quiles-Davila (27, Kissimmee) to seven years in federal prison for receiving child sexual abuse material. Quiles-Davila was found... Jacksonville, Florida – United States Attorney Gregory W. Kehoe announces the  return of an indictment charging Justin Charles Brown (45, Ocala) with producing child sex abuse material (CSAM) and possessing CSAM. If convicted... Tampa, FL – Earlier today, the Department of Justice announced the results of Operation Relentless Justice, a coordinated enforcement effort to identify, track, and arrest child sex predators. The nationwide... Middle District of Florida
Tampa Office - (Headquarters):
U.S. Attorney's Office
400 North Tampa Street
Suite 3200
Tampa, FL 33602 Have a question about Government Services?"
224,https://www.fbi.gov/contact-us/field-offices/boston/news/tiverton-man-admits-to-enticing-transporting-a-minor-to-engage-in-criminal-sexual-activity,19,"An official website of the United States government PROVIDENCE, RI – A Tiverton man admitted to a federal judge that he enticed a 13-year-old girl he knew to be a minor to travel with him from her home in Pennsylvania to his family’s residence in Rhode Island, during which time he engaged in criminal sexual activity with her, announced United States Attorney Zachary A. Cunha. William C. Stewart, 22, pleaded guilty on Friday to charges of enticement of a minor to engage in criminal sexual activity, transportation of a minor with intent to engage in criminal sexual activity, and interstate travel with intent to engage in illicit sexual conduct. Stewart admitted that on June 17, 2021, he began communicating with the minor victim via SnapChat, quickly learning that she was 13 years old. During his ongoing communications, he persuaded the young girl to engage in unlawful sexual activity. Stewart admitted that in the middle of the night on June 30, 2021, he picked the girl up from outside her home and began to drive with her to his home in Tiverton, Rhode Island for the purpose of engaging in sexual activity with her. Stewart drove with the girl through Pennsylvania, New Jersey, New York, Connecticut, and Rhode Island. While enroute to Rhode Island, Stewart stayed at a hotel in New London, Connecticut, where he engaged in sexual activity with the minor victim. According to court documents, after arriving in Rhode Island, Stewart also engaged in sexual activity with the minor female. According to information presented to the court, upon arrival at his family’s Tiverton residence on July 4, 2021, Stewart introduced the minor victim to his family members, using a false name for her and falsely stating that she was soon to turn 19 years old. On July 7, the young girl contacted a friend via SnapChat and asked for help, after which the Tiverton Police identified the minor victim’s location and responded to Stewart’s home. Stewart is scheduled to be sentenced on June 18, 2024. The defendant’s sentences will be determined by a federal district judge after consideration of the U.S. Sentencing Guidelines and other statutory factors. The case is being prosecuted by Assistant U.S. Attorneys G. Michael Seaman and Denise M. Barton. The investigation was conducted by the FBI, Tiverton Police Department, and Pennsylvania State Police. PROVIDENCE – A Warwick man has pleaded guilty in federal court in Rhode Island for production and possession of child sexual abuse material (CSAM), announced Acting United States Attorney Sara... PROVIDENCE – A Dominican national, who resides in Providence, was indicted by a federal grand jury on December 3, 2025, for allegedly downloading child sexual abuse material (CSAM), announced Acting... PROVIDENCE – On December 1, 2025, a Pawtucket man pled guilty in federal court in Rhode Island for knowingly accessing, possessing, and distributing child pornography, announced Acting United States Attorney... District of Rhode Island
Main Office:
One Financial Plaza, 17th Floor
Providence, RI 02903 Telephone: (401) 709-5000
Fax Line: (401) 709-5001 Have a question about Government Services?"
1408,https://www.fbi.gov/contact-us/field-offices/omaha/news/gladbrook-man-sentenced-to-federal-prison-for-receiving-child-pornography,10,"An official website of the United States government A man who received child pornography was sentenced today to 15 years in federal prison. John Thomas Carstensen, age 50, from Gladbrook, Iowa, received the prison term after a November 12, 2024 guilty plea to one count of receipt of child pornography. In a plea agreement, Carstensen admitted that, between August 2021 and August 2022, he knowingly received depictions of minors engaging in sexually explicit conduct.  Carstensen has a prior felony conviction from 1993 for sexual exploitation of a minor. Carstensen was sentenced in Cedar Rapids by United States District Court Chief Judge C.J. Williams.  Carstensen was sentenced to 180 months’ imprisonment.  He was ordered to make $27,000 in restitution to the victims in the case.  He must also serve a five-year term of supervised release after the prison term.  There is no parole in the federal system. This case was brought as part of Project Safe Childhood, a nationwide initiative launched in May 2006 by the Department of Justice to combat the growing epidemic of child sexual exploitation and abuse.  Led by the United States Attorneys’ Offices and the Criminal Division’s Child Exploitation and Obscenity Section, Project Safe Childhood marshals federal, state, and local resources to locate, apprehend, and prosecute individuals who sexually exploit children, and to identify and rescue victims.  For more information about Project Safe Childhood, please visit www.usdoj.gov/pscLinks to other government and non-government sites will typically appear with the “external link” icon to indicate that you are leaving the Department of Justice website when you click the link..  For more information about Internet safety education, please visit www.usdoj.gov/pscLinks to other government and non-government sites will typically appear with the “external link” icon to indicate that you are leaving the Department of Justice website when you click the link. and click on the tab “resources.” Carstensen is being held in the United States Marshal’s custody until he can be transported to a federal prison. The case was prosecuted by Assistant United States Attorney Adam J. Vander Stoep and was investigated by the Iowa Division of Criminal Investigation, the Internet Crimes Against Children Task Force, and the Federal Bureau of Investigation Human Trafficking and Child Exploitation Task Force. Court file information at https://ecf.iand.uscourts.gov/cgi-bin/login.plLinks to other government and non-government sites will typically appear with the “external link” icon to indicate that you are leaving the Department of Justice website when you click the link.. The case file number is 24-CR-33. Follow us on X @USAO_NDIA. Northern District of Iowa Main Office
111 7th Ave, SE
Box #1
Cedar Rapids, IA 52401 Telephone: (319) 363-6333
Fax Line: (319) 363-1990 Have a question about Government Services?"
2513,https://www.fbi.gov/contact-us/field-offices/omaha/news/council-bluffs-man-sentenced-for-a-child-sexual-exploitation-offense,31,
2176,https://www.fbi.gov/contact-us/field-offices/columbia/news/south-carolina-man-charged-with-sex-trafficking-of-four-victims-including-a-minor,27,"An official website of the United States government FLORENCE, SOUTH CAROLINA — A federal grand jury in Florence returned an indictmentLinks to other government and non-government sites will typically appear with the “external link” icon to indicate that you are leaving the Department of Justice website when you click the link. charging a South Carolina man with three counts of sex trafficking by force, fraud or coercion, one count of sex trafficking of a minor, two counts of interstate travel in aid of racketeering and one count of obstructing a sex trafficking investigation. According to the indictment, between August 2019 and August 2020, Aaron T. Simmons, 26, of Greenville, used force, threats of force and coercion to compel three adult women to engage in commercial sex. The indictment also charges Simmons with sex trafficking of a minor victim. Simmons will make his initial court appearance before a U.S. Magistrate Judge in the District of South Carolina. It is initially scheduled for July 28. If convicted of sex trafficking by force, fraud, or coercion, Simmons faces a minimum penalty of 15 years in prison and up to life in prison. If convicted of sex trafficking of a minor, Simmons faces a minimum penalty of 10 years in prison and up to life imprisonment. A federal district court judge will determine any sentence after considering the U.S. Sentencing Guidelines and other statutory factors. Assistant Attorney General Kristen Clarke of the Justice Department’s Civil Rights Division, U.S. Attorney Adair F. Boroughs for the District of South Carolina and Special Agent in Charge Steven J. Jensen of the FBI Columbia Field Office made the announcement. The Greenville Police Department and the FBI Greenville Field Office investigated the case. Assistant U.S. Attorney Carrie Fisher Sherard for the District of South Carolina and Trial Attorney Francisco Zornosa of the Civil Rights Division’s Human Trafficking Prosecution Unit are prosecuting the case. The FBI is asking anyone with information about Aaron Simmons to contact the FBI Columbia Field Office at (803) 551-4200. If you or someone you know is a victim of human trafficking, please call the National Human Trafficking Hotline at (888) 373-7888. An indictment is merely an allegation. All defendants are presumed innocent until proven guilty beyond a reasonable doubt in a court of law. Brook Andrews, First Assistant United States Attorney, brook.andrews@usdoj.gov, (803) 929-3000 CHARLESTON, S.C. — A federal grand jury in Columbia returned a 15-count indictment against four individuals from the Charleston area in connection with sex trafficking. The charges stem from an... COLUMBIA, S.C. — Antonio Marquis Nicholson, 33, of West Columbia, and Terrell Counts, 33, of Columbia, have pleaded guilty to human trafficking conspiracy and aiding and abetting the coercion and... GREENVILLE, S.C. — True Heaven Heflin, 25, of Greenville, has been sentenced to 25 years in federal prison for trafficking a 15-year-old Greenville student. District of South Carolina Main Office:
Wells Fargo Building
1441 Main Street Suite 500
Columbia, SC 29201 Columbia: (803) 929-3000
Charleston: (843) 727-4381
Greenville: (864) 282-2100
Florence: (843) 665-6688 Have a question about Government Services?"
1121,https://www.fbi.gov/contact-us/field-offices/milwaukee/news/beloit-man-sentenced-to-four-years-for-possessing-child-pornography,7,"An official website of the United States government MADISON, WIS. – Timothy M. O’Shea, United States Attorney for the Western District of Wisconsin, announced that Craig Daskam, 69, Beloit, Wisconsin, was sentenced today by Chief U.S. District Judge James D. Peterson to four years in federal prison for possessing child pornography. This prison term will be followed by ten years of supervised release.  In addition to these penalties, Daskam was ordered to pay $22,000 in assessments to funds that support victims of child exploitation crimes. Daskam pleaded guilty to this offense on March 19, 2025. In 2023, the Federal Bureau of Investigation (FBI) in Madison, Wisconsin, received a report from FBI-Charlotte that Daskam had received child pornography. The FBI ultimately searched Daskam’s residence and seized multiple electronic devices. Agents searched Daskam’s phone and found numerous child pornography images and videos. In sentencing Daskam, Judge Peterson expressed concern that Daskam’s conduct was driven by a dangerous impulse that Daskam doesn’t understand and can’t control. The charge against Daskam was the result of an investigation conducted by FBI Madison, FBI Charlotte, and the Beloit Police Department. Assistant U.S. Attorney Kathryn Ginsberg prosecuted this case. This investigation was a part of Project Safe Childhood (PSC), a nationwide initiative to combat child sexual exploitation and abuse. Project Safe Childhood marshals federal, state, and local resources to better locate, apprehend, and prosecute individuals who exploit children via the Internet, as well as to identify and rescue victims. For more information about Project Safe Childhood, please visit www.justice.gov/psc. 222 West Washington Avenue,
Suite 700
Madison, WI 53703 Phone: (608) 264-5158
TDD: (608) 264-5006 Have a question about Government Services?"
945,https://www.fbi.gov/news/press-releases/fbi-seeking-individual-who-may-have-information-regarding-the-identity-of-a-child-sexual-assault-victim-090623,26,"Share on X X.com Share on Facebook Facebook Email Email The FBI is seeking the public’s assistance with obtaining identifying information regarding an unknown male who may have critical information pertaining to the identity of a child victim in an ongoing sexual exploitation investigation. Photographs and an informational poster depicting the unknown individual, known only as John Doe 47, are being disseminated to the public and can be found at fbi.gov/wanted/ecap.  
 
Initial video of the unidentified male, John Doe 47, shown with a child were first recorded by the National Center for Missing and Exploited Children in August 2020. The EXIF data embedded within the video files indicated that the files were produced prior to April 2020. John Doe 47 is described as a Black male, likely between the ages of 18 and 25 years old. John Doe 47 could be heard speaking English in the video. Anyone with information to provide should submit a tip online at tips.fbi.gov or call the FBI’s toll-free tip line at 1-800-CALL-FBI (1-800-225-5324).  The public is reminded no charges have been filed in this case, and the pictured individual is presumed innocent unless and until proven guilty in a court of law. 
 
This individual is being sought as part of the FBI’s Operation Rescue Me and Endangered Child Alert Program (ECAP) initiatives, both of which represent strategic partnerships between the FBI and the National Center for Missing and Exploited Children. Operation Rescue Me focuses on utilizing clues obtained through in-depth image analysis to identify the child victims depicted in child exploitation material, while ECAP seeks national and international media exposure of unknown adults (referred to as John/Jane Does) who visibly display their faces and/or other distinguishing characteristics in association with child pornography images. emailStay Connected
Get FBI email alerts
Subscribe No Thanks
×"
2755,https://www.fbi.gov/contact-us/field-offices/norfolk/news/arizona-man-pleads-guilty-to-production-of-child-pornography,33,
771,https://www.fbi.gov/contact-us/field-offices/jacksonville/news/fbi-to-host-be-smart-with-your-kids-smartphone-for-parents-1,24,"Share on X X.com Share on Facebook Facebook Email Email FBI and Marion County Public Schools partner to protect youth from online predators FBI Jacksonville and Marion County Public Schools will partner to host the “Be Smart with Your Kids’ Smartphone – Parent Edition” program on Tuesday, November 7 at the Browne Greaton Cole Auditorium at Marion Technical Institute (MTI). The event is free and open to the public. Since 2018, over 2,500 parents and educators have attended Be Smart events across northeast Florida to help protect local youth from being targeted online by predators. Be Smart with your Kids’ Smartphone events are led by special agents from FBI Jacksonville who investigate crimes against children and terrorism matters. The presentation will include a review of the latest social media apps that offenders are using to target and manipulate kids, examples of how technology has been used in cases from the Jacksonville area, and an overview of schemes that specifically target teens. Please note, the content of these presentations may not be appropriate for youth. Parental discretion is advised. The FBI Jacksonville Community Outreach program fosters relationships with educational, cultural, religious, and civic organizations throughout 40 counties in North Florida to advance crime prevention initiatives and enhance awareness of potential criminal acts. The mission of the FBI Jacksonville Violent Crimes Against Children program is to counter all threats of abuse and exploitation to children, identify, locate, and recover child victims, and strengthen relationships with law enforcement partners to identify, prioritize, investigate, and deter individuals and criminal networks from exploiting children. Learn more. Marion County Public Schools is headquartered in Ocala, Florida, and serves more than 45,000 students with over 7,000 employees. Geographically larger than the state of Rhode Island, the district takes great pride in its Career and Technical Education Programs, following the Linking Economic and Academic Development (LEAD) model for certification and performance. An Equal Opportunity School District, MCPS offers School Choice and accommodations to all students. For more information, visit marionschools.net and follow on social media platforms @MarionCountyK12. emailStay Connected
Get FBI email alerts
Subscribe No Thanks
×"
1253,https://www.fbi.gov/contact-us/field-offices/boston/news/rhode-island-man-admits-to-cyberstalking-distribution-of-child-sexual-abuse-material,8,"An official website of the United States government PROVIDENCE – A Rhode Island man today pleaded guilty as charged by federal indictment to one count of cyberstalking and four counts of distribution of child pornography, announced Acting United States Attorney Sara Miron Bloom. Melvin Vidal Herrera Perez, 21, admitted to a federal judge that he befriended a minor child, encouraged her to take sexually explicit images of herself, and later used the images to threaten and harass her after she turned eighteen. Perez admitted that he used a variety of tactics to cause serious emotional distress to the victim, including opening websites to display her images, texting and emailing her images, and messaging a wide number of individuals in the victim’s personal and social circles. Perez, who has been detained since his arrest in December 2024, is scheduled to be sentenced on August 6, 2025. The sentence imposed will be determined by a federal district judge after consideration of the U.S. Sentencing Guidelines and other statutory factors. The case is being prosecuted by Assistant United States Julie M. White. The matter was investigated by the FBI. PROVIDENCE – United States Attorney General Pamela Bondi has appointed Charles “Chas” Calenda as Interim United States Attorney for the District of Rhode Island. PROVIDENCE – An Irish National who was living unlawfully in the United States has pleaded guilty in federal court in Rhode Island on charges related to his role in a... PROVIDENCE – Acting United States Attorney Sara Miron Bloom announces the appointment and swearing-in of Andrea Hyatt as an Assistant United States Attorney for the District of Rhode Island. District of Rhode Island
Main Office:
One Financial Plaza, 17th Floor
Providence, RI 02903 Telephone: (401) 709-5000
Fax Line: (401) 709-5001 Have a question about Government Services?"
2040,https://www.fbi.gov/contact-us/field-offices/buffalo/news/former-rochester-firefighter-pleads-guilty-to-child-pornography-charges,16,"An official website of the United States government ROCHESTER, N.Y. - U.S. Attorney Trini E. Ross announced today that Brett Marrapese, 32, of Irondequoit, NY, pleaded guilty before Chief U.S. District Judge Elizabeth A. Wolford to distribution and receipt of child pornography, The charges carry a mandatory minimum penalty of five years in prison per count, a maximum of 40 years, and a $250,000 fine. Assistant U.S. Attorney Kyle P. Rossi, who is handling the case, stated that between January 2016, and June 13, 2023, Marrapese used a cell phone, laptop computer, an email account, and multiple social media and internet chat applications, including Omegle; Kik; Snapchat; and Instagram, to produce, receive, distribute, and possess child pornography. In total, Marrapese received more than 600 images of child pornography that he obtained from others via the internet. He also posed as a teenage boy causing minors to produce and send to him sexually explicit images of themselves. Some of the images that Marrapese distributed and received depicted violence against and sexual abuse of children, infants, and toddlers. The plea is the result of an investigation by the Irondequoit Police Department, under the direction of Chief Scott Peters, and the Federal Bureau of Investigation Child Exploitation and Human Trafficking Task Force, under the direction Special Agent-in-Charge Matthew Miraglia. Sentencing is scheduled for November 6, 2024, at 1:00 p.m. before Judge Wolford. U.S. Attorney Michael DiGiacomo announced today that Joseph Hudson, III, 26, of Williamson, NY, who was convicted of possession of child pornography following a previous conviction for the sexual abuse... U.S. Attorney Michael DiGiacomo announced today that Marcus Elliott, 40, of Amherst, NY, pleaded guilty before U.S. District Judge Lawrence J. Vilardo to receipt of child pornography, which carries a... U.S. Attorney Michael DiGiacomo announced today that Anthony Burris, 35, of Ellicottville, NY, who was convicted of two counts of enticing travel to engage in sexual activity, was sentenced to... Western District of New York 138 Delaware Ave.
Buffalo, NY 14202 100 State Street Suite 500
Rochester, NY 14614 Buffalo: (716) 843-5700 Rochester: (585) 263-6760 Have a question about Government Services?"
819,https://www.fbi.gov/contact-us/field-offices/newark/news/union-county-teacher-charged-with-production-of-child-pornography,25,"An official website of the United States government NEWARK, N.J. – A Union County, New Jersey, man was arrested today for producing a video depicting images of child sexual abuse and receiving and possessing images of child sexual abuse, U.S. Attorney Philip R. Sellinger announced. Michael Hamilton, 51, of Springfield, New Jersey, is charged by complaint with one count each of production, receipt and possession of child pornography. He made his initial appearance today before U.S. Magistrate Judge José R. Almonte in Newark federal court and was detained. According to documents filed in this case and statements made in court: From February 2023 through July 2023, Hamilton, a high school teacher, began an exchange with a minor victim on a messaging platform. Hamilton and the minor victim exchanged hundreds of sexually explicit messages, pictures, and videos, many of which constituted child pornography depicting the minor victim. The charge of production of child pornography carries a mandatory minimum penalty of 15 years in prison and a maximum potential penalty of 30 years in prison and a $250,000 fine. The charge of receipt of child exploitation material carries a mandatory minimum penalty of five  years in prison, a maximum potential penalty of 20 years in prison, and a $250,000 fine. The charge of possession of child exploitation material carries a maximum potential penalty of 10 years in prison, and a $250,000 fine. U.S. Attorney Sellinger credited FBI Newark’s Child Exploitation and Human Trafficking Task Force, under the direction of Special Agent in Charge James E. Dennehy in Newark, with the investigation leading to the charges. U.S. Attorney Sellinger also thanked the Springfield Police Department and the Union County Prosecutor’s Office. This case was brought as part of Project Safe Childhood, a nationwide initiative to combat the growing epidemic of child sexual exploitation and abuse launched in May 2006 by the Department of Justice. Led by U.S. Attorneys’ Offices and the Child Exploitation and Obscenity Section (CEOS) in the Justice Department’s Criminal Division, Project Safe Childhood marshals federal, state and local resources to better locate, apprehend and prosecute individuals who exploit children as well as to identify and rescue victims. For more information about Project Safe Childhood, please visit www.projectsafechildhood.govLinks to other government and non-government sites will typically appear with the “external link” icon to indicate that you are leaving the Department of Justice website when you click the link.. The government is represented by Assistant U.S. Attorney Rebecca Sussman of the General Crimes Unit in Newark. The charges and allegations contained in the indictment are merely accusations, and the defendants are presumed innocent unless and until proven guilty. An Ocean County, New Jersey man was sentenced on December 2, 2025, to 168 months in prison for receiving videos and images depicting child pornography. An Essex County, New Jersey, man pled guilty to a three-count Information based on his online enticement and exploitation of minors. A Union County, New Jersey, man who was employed as a New Jersey high school teacher, was sentenced to 275 months in prison for producing child pornography. District of New Jersey
Main Office:
970 Broad Street, 7th Floor
Newark, NJ 07102 Newark: 973-645-2700
Hearing Impaired: 973-645-6227
FAX: 973-645-2702

Camden: 856-757-5026
Hearing Impaired: 856-968-4983
FAX: 856-968-4917

Trenton: 609-989-2190
FAX: 609-989-2275 Have a question about Government Services?"
2073,https://www.fbi.gov/contact-us/field-offices/stlouis/news/st-charles-man-sentenced-to-40-years-in-prison-for-recording-sexual-abuse-of-two-girls,16,"An official website of the United States government ST. LOUIS – U.S. District Judge Sarah E. Pitlyk on Friday sentenced a St. Charles, Missouri man who recorded his sexual abuse of two young girls for years to 40 years in prison. Ronald C. Lawrence sexually abused two girls for years, starting when one was just 7 years old. He recorded that abuse and shared those images with others online. The victims’ mother spoke in court, saying Lawrence had destroyed their lives and violated the trust they once had in him. Lawrence also downloaded and possessed child sexual abuse material involving other children, and Judge Pitlyk ordered him to pay restitution of $3,000 to one of those children whose identity is known. Lawrence directed a third juvenile victim that he met via social media to create and send him videos of child pornography and asked the victim and another person to send him exploitative images of their younger siblings. Lawrence, 25, pleaded guilty in U.S. District Court in St. Louis to two counts of production of child pornography, two counts of distribution of child pornography and one count of receiving child pornography. The FBI, the St. Charles Police Department, the St. Charles County Police Department  and the FBI investigated the case. Assistant U.S. Attorney Jillian Anderson prosecuted the case. This case was brought as part of Project Safe Childhood, a nationwide initiative to combat the growing epidemic of child sexual exploitation and abuse launched in May 2006 by the Department of Justice. Led by U.S. Attorneys’ Offices and the Department of Justice Criminal Division's Child Exploitation and Obscenity Section, Project Safe Childhood marshals federal, state and local resources to better locate, apprehend and prosecute individuals who exploit children via the Internet, as well as to identify and rescue victims. For more information about Project Safe Childhood, please visit www.justice.gov/psc. Robert Patrick, Public Affairs Officer, robert.patrick@usdoj.gov. The cases against Brent Stephens and Yashpreet are among the 293 arrests nationwide during Operation Relentless Justice, a coordinated enforcement effort to identify, track, and arrest child sex predators. Francisco Ocana-Talamantes admitted being caught with images and videos containing child sexual abuse material. Rayshaun Reed recording a sex act with the teen, possessing drugs and possessing other images containing child sexual abuse material. Eastern District of Missouri
Main Office:
Thomas Eagleton U.S. Courthouse
111 S. 10th Street, 20th Floor
St. Louis, MO 63102 St. Louis: (314) 539-2200
Cape Girardeau: (573) 334-3736 Have a question about Government Services?"
